Mass (u)	P1_SQ0	P2_SQ0	P3_SQ0	P1_SQ1	P1_SQ2	P1_SQ3	P1_SQ4	P1_SQ5	P2_SQ1	P2_SQ2	P2_SQ3	P2_SQ4	P2_SQ5	P3_SQ1	P3_SQ2	P3_SQ3	P3_SQ4	P3_SQ5
87.02498	7.69E-04	7.93E-04	7.98E-04	2.06E-04	3.14E-04	5.04E-04	7.65E-04	8.99E-04	1.77E-04	3.53E-04	4.28E-04	7.36E-04	8.25E-04	1.98E-04	3.62E-04	5.06E-04	7.52E-04	8.83E-04
87.99223	9.01E-05	8.73E-05	8.91E-05	7.39E-05	5.48E-05	6.53E-05	8.53E-05	1.04E-04	6.58E-05	4.10E-05	6.35E-05	8.64E-05	9.90E-05	6.52E-05	4.22E-05	5.93E-05	9.45E-05	1.06E-04
88.03177	2.53E-04	2.75E-04	2.76E-04	6.31E-05	1.09E-04	1.57E-04	2.62E-04	3.05E-04	4.85E-05	1.25E-04	1.36E-04	2.47E-04	2.82E-04	6.00E-05	1.21E-04	1.65E-04	2.41E-04	3.08E-04
89.00375	1.46E-03	1.47E-03	1.52E-03	2.83E-04	4.26E-04	7.31E-04	1.12E-03	1.32E-03	2.67E-04	4.87E-04	6.55E-04	1.11E-03	1.25E-03	2.74E-04	4.62E-04	6.82E-04	1.12E-03	1.34E-03
89.04447	1.07E-03	1.26E-03	1.20E-03	3.37E-05	1.96E-04	2.87E-04	4.09E-04	4.94E-04	3.06E-05	2.41E-04	2.31E-04	4.20E-04	4.50E-04	3.74E-05	2.56E-04	2.90E-04	4.39E-04	5.12E-04
90.00944	2.28E-04	2.24E-04	2.44E-04	4.38E-05	9.23E-05	1.18E-04	1.95E-04	2.35E-04	4.54E-05	1.09E-04	1.13E-04	2.02E-04	2.18E-04	4.98E-05	9.51E-05	1.25E-04	1.90E-04	2.37E-04
90.04729	1.45E-04	1.65E-04	1.68E-04	3.59E-06	3.35E-05	3.25E-05	5.58E-05	7.12E-05	5.48E-06	4.18E-05	3.16E-05	5.82E-05	6.11E-05	6.59E-06	5.09E-05	4.78E-05	5.49E-05	7.36E-05
90.97574	3.02E-04	2.76E-04	2.92E-04	1.58E-05	1.42E-04	1.92E-04	2.62E-04	2.79E-04	9.39E-06	1.30E-04	1.89E-04	2.35E-04	2.18E-04	1.90E-05	1.58E-04	1.70E-04	2.37E-04	2.72E-04
91.02136	1.27E-03	1.41E-03	1.43E-03	4.73E-05	2.79E-04	4.95E-04	7.38E-04	8.39E-04	3.44E-05	3.92E-04	4.46E-04	7.19E-04	8.21E-04	3.51E-05	3.67E-04	4.93E-04	7.20E-04	8.49E-04
92.02654	2.47E-04	2.61E-04	2.74E-04	7.17E-06	1.55E-04	1.52E-04	1.93E-04	2.31E-04	8.61E-06	2.07E-04	1.58E-04	2.02E-04	2.13E-04	8.05E-06	2.27E-04	1.92E-04	2.10E-04	2.31E-04
92.9962	7.79E-04	7.81E-04	8.00E-04	7.46E-05	2.52E-04	3.51E-04	5.19E-04	6.06E-04	6.18E-05	2.36E-04	3.56E-04	5.19E-04	5.79E-04	7.10E-05	2.82E-04	3.55E-04	5.20E-04	6.03E-04
93.03665	1.17E-03	1.25E-03	1.21E-03	1.58E-05	3.32E-04	4.85E-04	6.56E-04	7.54E-04	1.41E-05	5.18E-04	4.10E-04	7.26E-04	7.88E-04	9.52E-06	5.37E-04	5.24E-04	7.07E-04	8.43E-04
93.98332	3.43E-05	3.52E-05	3.61E-05	7.17E-06	1.08E-04	6.02E-05	5.64E-05	4.99E-05	1.17E-05	7.24E-05	5.45E-05	6.52E-05	6.08E-05	1.10E-05	7.87E-05	7.53E-05	6.56E-05	6.03E-05
94.03991	7.58E-05	8.58E-05	8.30E-05	2.15E-06	3.01E-05	4.25E-05	4.97E-05	5.80E-05	3.13E-06	4.63E-05	2.95E-05	5.05E-05	6.23E-05	4.39E-06	4.27E-05	3.15E-05	5.39E-05	6.31E-05
94.94636	5.42E-05	5.15E-05	4.63E-05	1.36E-05	6.59E-04	7.18E-04	4.80E-04	3.69E-04	1.25E-05	7.55E-04	6.89E-04	5.00E-04	6.82E-04	1.76E-05	6.40E-04	6.17E-04	4.03E-04	2.96E-04
94.96402	4.25E-05	4.21E-05	4.21E-05	1.15E-05	1.02E-04	1.75E-04	1.34E-04	1.06E-04	1.17E-05	1.90E-04	1.58E-04	1.36E-04	1.43E-04	1.02E-05	2.01E-04	1.69E-04	1.21E-04	8.86E-05
94.99204	3.59E-04	4.10E-04	4.13E-04	3.59E-05	3.24E-04	4.27E-04	3.84E-04	3.86E-04	3.13E-05	4.12E-04	5.05E-04	4.41E-04	4.55E-04	3.37E-05	4.18E-04	4.32E-04	4.57E-04	4.36E-04
95.01622	5.11E-04	5.57E-04	5.48E-04	7.89E-06	1.74E-04	3.36E-04	4.66E-04	5.65E-04	6.26E-06	2.41E-04	2.59E-04	4.89E-04	5.80E-04	8.05E-06	2.63E-04	3.36E-04	5.25E-04	6.04E-04
95.96528	5.39E-05	4.41E-05	4.93E-05	1.69E-04	9.59E-04	1.28E-04	1.42E-04	1.48E-04	1.43E-04	1.63E-04	1.57E-04	1.67E-04	2.24E-04	1.44E-04	1.52E-04	1.52E-04	1.71E-04	1.86E-04
95.99918	4.02E-04	3.52E-04	3.83E-04	2.04E-03	2.48E-04	3.69E-04	6.05E-04	7.16E-04	2.06E-03	2.16E-04	3.12E-04	6.05E-04	6.27E-04	2.03E-03	2.08E-04	3.36E-04	5.76E-04	7.44E-04
97.00798	2.24E-03	2.10E-03	2.21E-03	2.83E-03	8.59E-04	1.39E-03	2.31E-03	2.82E-03	2.86E-03	8.32E-04	1.23E-03	2.27E-03	2.49E-03	2.79E-03	8.14E-04	1.28E-03	2.27E-03	2.91E-03
97.26423	3.92E-05	3.92E-05	4.31E-05	3.23E-05	7.83E-06	2.47E-05	3.71E-05	4.67E-05	3.99E-05	1.23E-05	1.11E-05	3.57E-05	3.78E-05	4.54E-05	1.02E-05	1.81E-05	2.80E-05	4.75E-05
98.00991	3.56E-04	3.60E-04	3.81E-04	4.87E-04	1.54E-04	2.39E-04	3.85E-04	4.66E-04	4.97E-04	1.54E-04	2.16E-04	3.70E-04	4.02E-04	4.91E-04	1.43E-04	2.26E-04	3.74E-04	4.76E-04
98.97742	9.49E-05	8.09E-05	8.97E-05	2.30E-05	1.32E-04	8.93E-05	9.87E-05	1.07E-04	1.57E-05	8.35E-05	9.30E-05	9.70E-05	1.31E-04	2.27E-05	8.33E-05	9.88E-05	1.10E-04	1.06E-04
99.02394	5.08E-04	5.32E-04	5.27E-04	1.57E-04	1.94E-04	3.15E-04	4.96E-04	6.12E-04	1.40E-04	2.26E-04	2.49E-04	5.00E-04	5.39E-04	1.75E-04	2.53E-04	3.56E-04	5.26E-04	6.24E-04
100.0291	1.01E-04	1.03E-04	1.06E-04	4.16E-05	4.27E-05	6.76E-05	1.15E-04	1.33E-04	3.13E-05	4.55E-05	5.45E-05	9.62E-05	1.21E-04	3.15E-05	4.69E-05	6.80E-05	1.09E-04	1.31E-04
100.94852	1.05E-04	1.12E-04	1.19E-04	3.80E-05	5.57E-05	4.13E-05	4.57E-05	4.67E-05	1.88E-05	4.66E-05	6.52E-05	5.34E-05	7.58E-05	3.37E-05	2.86E-05	3.69E-05	4.71E-05	5.62E-05
100.98086	5.78E-04	5.94E-04	6.07E-04	4.38E-04	3.86E-04	4.91E-04	5.94E-04	6.51E-04	3.81E-04	3.88E-04	4.12E-04	5.92E-04	5.99E-04	3.84E-04	3.95E-04	4.56E-04	6.09E-04	6.73E-04
101.04343	3.65E-04	4.02E-04	3.82E-04	2.23E-05	1.02E-04	1.39E-04	2.23E-04	2.56E-04	1.41E-05	1.24E-04	1.28E-04	2.16E-04	2.47E-04	1.76E-05	1.36E-04	1.53E-04	2.27E-04	2.49E-04
101.94708	1.73E-04	1.40E-04	1.53E-04	9.04E-05	6.52E-04	4.50E-04	3.84E-04	3.12E-04	7.83E-05	4.75E-04	3.96E-04	3.50E-04	3.13E-04	6.88E-05	4.93E-04	4.57E-04	3.75E-04	3.30E-04
102.01085	7.88E-05	8.53E-05	8.31E-05	1.22E-05	3.62E-05	5.29E-05	8.03E-05	8.57E-05	1.10E-05	3.06E-05	4.31E-05	7.18E-05	9.01E-05	1.76E-05	3.29E-05	5.08E-05	8.34E-05	1.05E-04
102.95305	2.74E-03	2.61E-03	2.73E-03	5.33E-04	2.24E-03	2.32E-03	2.43E-03	2.45E-03	5.60E-04	2.30E-03	2.36E-03	2.44E-03	2.13E-03	5.88E-04	2.35E-03	2.43E-03	2.49E-03	2.50E-03
102.99678	2.25E-04	2.52E-04	2.48E-04	1.72E-05	1.46E-04	2.06E-04	2.57E-04	2.81E-04	1.41E-05	1.83E-04	1.62E-04	2.61E-04	2.58E-04	2.27E-05	1.77E-04	2.18E-04	2.72E-04	2.82E-04
103.06039	5.20E-05	5.61E-05	5.51E-05	3.59E-06	1.92E-05	3.44E-05	5.42E-05	6.55E-05	1.57E-06	2.65E-05	2.54E-05	5.43E-05	5.65E-05	3.66E-06	2.71E-05	3.23E-05	5.26E-05	7.00E-05
103.21649	3.55E-05	3.55E-05	3.38E-05	9.32E-06	2.09E-05	2.36E-05	2.95E-05	2.81E-05	1.10E-05	1.90E-05	1.80E-05	2.27E-05	2.17E-05	1.10E-05	2.23E-05	1.84E-05	2.49E-05	2.03E-05
103.94103	5.84E-05	5.39E-05	6.43E-05	1.29E-04	2.79E-05	2.18E-05	2.10E-05	2.41E-05	1.07E-04	2.94E-05	3.23E-05	3.12E-05	3.57E-05	8.78E-05	2.54E-05	3.22E-05	2.77E-05	2.42E-05
104.0295	7.62E-05	8.00E-05	8.56E-05	5.74E-06	2.52E-05	4.91E-05	7.25E-05	8.18E-05	1.57E-06	3.06E-05	3.43E-05	8.50E-05	9.58E-05	2.20E-06	3.17E-05	4.67E-05	7.76E-05	9.77E-05
104.94567	1.43E-04	1.33E-04	1.56E-04	1.94E-04	1.35E-04	1.33E-04	1.22E-04	1.18E-04	1.53E-04	1.48E-04	1.72E-04	1.29E-04	1.53E-04	1.81E-04	1.20E-04	1.19E-04	1.26E-04	1.07E-04
104.9722	2.74E-04	2.81E-04	2.86E-04	4.23E-05	2.25E-04	2.78E-04	3.28E-04	3.60E-04	4.93E-05	2.44E-04	2.38E-04	3.40E-04	3.46E-04	4.03E-05	2.39E-04	2.81E-04	3.22E-04	3.37E-04
105.03724	1.54E-04	1.79E-04	1.70E-04	3.59E-06	4.84E-05	9.95E-05	1.41E-04	1.83E-04	3.13E-06	6.61E-05	8.55E-05	1.39E-04	1.79E-04	3.66E-06	6.66E-05	9.86E-05	1.56E-04	1.82E-04
106.00455	6.63E-05	7.81E-05	7.78E-05	3.59E-06	3.92E-05	5.17E-05	8.07E-05	8.92E-05	1.57E-06	4.66E-05	5.31E-05	8.82E-05	8.91E-05	2.20E-06	4.54E-05	5.90E-05	8.44E-05	8.63E-05
106.04414	4.55E-05	5.00E-05	4.54E-05	1.43E-06	2.09E-05	3.36E-05	6.09E-05	8.01E-05	7.83E-07	3.39E-05	1.94E-05	6.37E-05	8.17E-05	7.32E-07	2.78E-05	3.33E-05	6.96E-05	9.12E-05
106.96884	1.21E-04	1.21E-04	1.25E-04	1.22E-05	1.03E-04	9.34E-05	1.32E-04	1.41E-04	1.17E-05	8.02E-05	9.58E-05	1.17E-04	1.34E-04	1.24E-05	9.19E-05	1.00E-04	1.29E-04	1.36E-04
107.05349	8.18E-05	8.37E-05	8.07E-05	1.43E-06	3.48E-05	6.61E-05	1.28E-04	1.59E-04	7.83E-07	4.77E-05	4.62E-05	1.27E-04	1.59E-04	2.20E-06	4.03E-05	7.21E-05	1.34E-04	1.69E-04
107.99666	1.68E-04	1.62E-04	1.79E-04	6.20E-04	8.18E-05	1.27E-04	2.21E-04	2.85E-04	7.17E-04	7.98E-05	1.15E-04	2.24E-04	2.43E-04	5.97E-04	8.37E-05	1.18E-04	2.04E-04	2.86E-04
108.0222	1.03E-04	1.13E-04	1.06E-04	9.85E-05	5.83E-05	8.53E-05	1.37E-04	1.64E-04	1.15E-04	7.65E-05	7.88E-05	1.54E-04	1.69E-04	9.17E-05	7.67E-05	8.94E-05	1.55E-04	1.77E-04
108.98303	3.20E-04	3.03E-04	3.21E-04	1.43E-04	1.29E-04	1.39E-04	2.09E-04	2.43E-04	1.22E-04	9.54E-05	1.72E-04	2.16E-04	2.36E-04	1.41E-04	1.04E-04	1.40E-04	2.07E-04	2.61E-04
109.00529	4.12E-04	4.07E-04	4.12E-04	5.82E-04	1.39E-04	2.84E-04	4.63E-04	5.64E-04	5.72E-04	1.40E-04	2.01E-04	4.43E-04	5.21E-04	5.98E-04	1.45E-04	2.36E-04	4.54E-04	5.68E-04
109.94921	4.76E-05	4.05E-05	5.01E-05	1.08E-05	4.13E-05	4.35E-05	4.84E-05	5.25E-05	4.70E-06	3.76E-05	4.44E-05	4.72E-05	4.62E-05	2.93E-06	3.36E-05	4.12E-05	4.99E-05	5.65E-05
110.01361	3.98E-04	3.97E-04	4.21E-04	3.83E-04	1.20E-04	2.30E-04	4.06E-04	5.17E-04	3.75E-04	1.10E-04	1.78E-04	4.11E-04	4.54E-04	3.58E-04	1.15E-04	2.07E-04	3.91E-04	5.03E-04
110.95719	5.09E-04	4.81E-04	4.81E-04	3.37E-05	1.79E-04	2.25E-04	2.91E-04	3.32E-04	3.05E-05	1.78E-04	2.09E-04	2.75E-04	2.95E-04	3.07E-05	1.93E-04	2.08E-04	2.76E-04	3.13E-04
111.02253	2.98E-04	3.13E-04	3.17E-04	1.38E-04	8.63E-05	1.69E-04	3.14E-04	3.66E-04	9.79E-05	1.02E-04	1.24E-04	2.71E-04	3.39E-04	1.07E-04	1.12E-04	1.68E-04	3.07E-04	3.76E-04
112.02804	1.19E-04	1.27E-04	1.21E-04	5.60E-05	4.92E-05	7.16E-05	1.24E-04	1.60E-04	4.62E-05	4.10E-05	6.35E-05	1.18E-04	1.46E-04	5.12E-05	4.81E-05	7.13E-05	1.24E-04	1.60E-04
112.97569	1.60E-04	1.52E-04	1.72E-04	4.38E-05	1.39E-04	2.51E-04	2.20E-04	2.28E-04	2.90E-05	2.33E-04	2.26E-04	2.37E-04	2.72E-04	3.66E-05	2.10E-04	2.50E-04	2.20E-04	2.03E-04
113.00105	2.47E-04	2.55E-04	2.57E-04	4.73E-05	7.72E-05	1.42E-04	2.16E-04	2.39E-04	4.62E-05	9.53E-05	1.31E-04	2.36E-04	2.40E-04	5.56E-05	9.53E-05	1.35E-04	2.14E-04	2.60E-04
113.04123	2.63E-04	2.65E-04	2.68E-04	2.65E-05	8.37E-05	1.42E-04	2.26E-04	2.59E-04	2.74E-05	1.08E-04	1.14E-04	2.13E-04	2.55E-04	2.71E-05	1.02E-04	1.40E-04	2.01E-04	2.75E-04
114.0444	8.63E-05	8.80E-05	9.11E-05	1.08E-05	2.13E-05	3.73E-05	5.27E-05	6.74E-05	1.02E-05	2.27E-05	3.02E-05	4.84E-05	6.20E-05	8.05E-06	2.43E-05	3.40E-05	5.14E-05	7.08E-05
115.01597	2.44E-04	2.57E-04	2.51E-04	1.29E-05	6.40E-05	1.10E-04	1.76E-04	2.28E-04	1.25E-05	7.61E-05	1.19E-04	1.78E-04	2.09E-04	1.46E-05	7.05E-05	1.07E-04	1.78E-04	2.12E-04
115.0538	1.16E-04	1.26E-04	1.21E-04	2.87E-06	3.09E-05	5.47E-05	8.85E-05	1.07E-04	1.57E-06	3.77E-05	4.41E-05	8.18E-05	1.07E-04	5.86E-06	3.64E-05	5.32E-05	8.11E-05	1.02E-04
116.9924	2.13E-04	2.30E-04	2.25E-04	9.76E-05	9.32E-05	1.27E-04	1.71E-04	1.85E-04	1.14E-04	1.05E-04	1.38E-04	1.79E-04	1.81E-04	1.27E-04	1.12E-04	1.23E-04	1.75E-04	1.88E-04
117.03452	3.61E-04	4.00E-04	4.01E-04	1.51E-05	1.20E-04	1.99E-04	2.85E-04	3.58E-04	1.33E-05	1.53E-04	1.63E-04	3.01E-04	3.34E-04	1.54E-05	1.42E-04	2.08E-04	3.15E-04	3.79E-04
117.94344	1.22E-04	1.16E-04	1.26E-04	1.29E-04	3.52E-04	1.95E-04	1.49E-04	1.30E-04	7.83E-05	2.11E-04	2.39E-04	1.73E-04	1.57E-04	8.71E-05	2.25E-04	2.01E-04	1.71E-04	1.43E-04
118.0403	5.12E-05	5.94E-05	6.31E-05	7.89E-06	4.36E-05	3.88E-05	5.24E-05	5.94E-05	4.70E-06	4.48E-05	3.19E-05	5.28E-05	6.62E-05	3.66E-06	5.09E-05	4.49E-05	5.15E-05	6.61E-05
118.94463	6.08E-03	6.12E-03	6.12E-03	1.91E-03	8.00E-03	6.94E-03	6.45E-03	6.27E-03	2.05E-03	7.57E-03	7.01E-03	6.77E-03	5.81E-03	2.03E-03	7.61E-03	7.48E-03	7.01E-03	6.43E-03
118.99552	6.87E-04	7.23E-04	7.90E-04	1.10E-04	4.59E-04	5.51E-04	6.10E-04	6.29E-04	1.39E-04	6.00E-04	4.75E-04	6.19E-04	6.37E-04	1.59E-04	6.41E-04	6.27E-04	6.47E-04	6.39E-04
119.22688	1.05E-04	1.00E-04	9.76E-05	3.16E-05	8.97E-05	8.49E-05	7.61E-05	8.26E-05	3.44E-05	6.71E-05	8.29E-05	8.26E-05	6.81E-05	3.88E-05	8.88E-05	7.49E-05	8.96E-05	7.38E-05
119.93234	1.24E-04	1.16E-04	1.34E-04	1.30E-03	5.96E-05	4.10E-05	3.26E-05	3.73E-05	1.17E-03	5.52E-05	5.86E-05	3.66E-05	5.56E-05	1.29E-03	5.48E-05	4.77E-05	3.66E-05	3.46E-05
120.95903	1.36E-03	1.43E-03	1.46E-03	1.19E-03	9.60E-04	1.11E-03	1.17E-03	1.25E-03	1.02E-03	1.15E-03	1.15E-03	1.24E-03	1.22E-03	1.09E-03	1.15E-03	1.19E-03	1.22E-03	1.25E-03
120.9981	5.50E-04	5.54E-04	5.50E-04	5.96E-04	1.38E-04	2.31E-04	3.82E-04	4.58E-04	6.48E-04	1.65E-04	2.30E-04	4.14E-04	4.55E-04	5.74E-04	1.55E-04	2.10E-04	3.95E-04	5.23E-04
121.03157	4.97E-03	5.81E-03	5.26E-03	4.05E-04	2.49E-04	3.70E-04	5.62E-04	6.72E-04	3.73E-04	3.79E-04	3.36E-04	5.56E-04	6.22E-04	3.66E-04	3.72E-04	3.89E-04	5.77E-04	6.73E-04
122.03449	4.14E-04	4.86E-04	4.32E-04	5.89E-05	3.31E-05	5.69E-05	9.12E-05	1.05E-04	6.11E-05	4.33E-05	4.86E-05	9.39E-05	1.13E-04	6.67E-05	4.46E-05	5.94E-05	7.74E-05	1.02E-04
124.97654	2.64E-04	2.72E-04	2.85E-04	4.73E-05	1.07E-04	1.29E-04	1.82E-04	1.85E-04	3.91E-05	9.58E-05	1.17E-04	1.75E-04	1.97E-04	3.88E-05	9.62E-05	1.11E-04	1.63E-04	2.00E-04
125.03644	1.33E-04	1.49E-04	1.43E-04	1.51E-05	3.83E-05	7.57E-05	1.27E-04	1.42E-04	1.49E-05	5.00E-05	5.83E-05	1.22E-04	1.40E-04	2.20E-05	4.89E-05	7.02E-05	1.18E-04	1.48E-04
125.9413	3.66E-05	3.45E-05	2.98E-05	3.59E-06	4.44E-05	3.99E-05	3.53E-05	3.70E-05	1.57E-06	2.72E-05	3.92E-05	4.24E-05	4.29E-05	2.20E-06	3.48E-05	2.89E-05	3.82E-05	3.94E-05
126.89974	2.06E-04	2.78E-04	2.42E-04	3.23E-04	1.04E-03	9.27E-04	8.77E-04	8.27E-04	3.00E-04	1.10E-03	1.11E-03	9.61E-04	1.03E-03	2.42E-04	1.04E-03	9.40E-04	8.53E-04	8.08E-04
126.94996	1.42E-03	1.40E-03	1.40E-03	9.12E-05	5.57E-04	6.61E-04	8.83E-04	9.28E-04	9.48E-05	5.89E-04	6.32E-04	8.95E-04	8.35E-04	7.25E-05	6.27E-04	6.72E-04	8.79E-04	9.09E-04
126.99626	3.10E-04	3.40E-04	3.39E-04	8.61E-06	9.02E-05	1.55E-04	1.97E-04	2.14E-04	8.62E-06	1.23E-04	1.20E-04	1.99E-04	2.12E-04	5.86E-06	1.12E-04	1.57E-04	2.05E-04	2.35E-04
127.95369	5.54E-05	5.17E-05	5.70E-05	1.08E-05	4.44E-05	3.76E-05	4.45E-05	5.10E-05	7.83E-06	3.43E-05	3.92E-05	5.04E-05	5.69E-05	1.10E-05	3.40E-05	3.58E-05	4.06E-05	4.72E-05
128.92438	1.93E-04	1.87E-04	1.99E-04	1.22E-05	1.43E-04	1.55E-04	1.92E-04	1.99E-04	1.80E-05	1.43E-04	1.54E-04	1.83E-04	2.50E-04	1.46E-05	1.51E-04	1.44E-04	1.82E-04	1.93E-04
128.96769	5.09E-04	5.10E-04	5.18E-04	2.80E-05	2.01E-04	2.77E-04	3.63E-04	4.25E-04	2.66E-05	2.13E-04	2.61E-04	3.62E-04	3.75E-04	2.71E-05	2.06E-04	2.66E-04	3.47E-04	4.06E-04
130.99261	2.01E-04	2.11E-04	2.15E-04	2.30E-05	1.99E-04	2.91E-04	3.35E-04	3.90E-04	2.43E-05	2.47E-04	2.68E-04	3.79E-04	3.92E-04	2.20E-05	2.15E-04	2.79E-04	3.64E-04	4.32E-04
131.99653	7.42E-05	7.05E-05	7.69E-05	1.78E-04	5.22E-05	9.01E-05	1.13E-04	1.34E-04	1.72E-04	6.67E-05	7.56E-05	1.17E-04	1.46E-04	1.82E-04	5.83E-05	7.24E-05	1.09E-04	1.31E-04
132.97692	2.76E-04	2.86E-04	2.94E-04	5.02E-05	9.14E-05	1.05E-04	1.25E-04	1.41E-04	5.01E-05	8.99E-05	1.40E-04	1.47E-04	1.69E-04	5.12E-05	8.30E-05	1.05E-04	1.31E-04	1.41E-04
133.97451	1.55E-04	1.70E-04	1.65E-04	1.72E-05	2.76E-04	3.69E-04	4.26E-04	4.41E-04	1.96E-05	3.35E-04	4.00E-04	4.65E-04	4.63E-04	1.76E-05	2.81E-04	3.82E-04	4.24E-04	4.68E-04
134.01248	1.59E-04	1.67E-04	1.72E-04	1.71E-04	7.45E-05	1.31E-04	2.13E-04	2.56E-04	1.35E-04	9.94E-05	1.20E-04	2.09E-04	2.25E-04	1.75E-04	1.01E-04	1.33E-04	2.26E-04	2.52E-04
134.95544	4.43E-04	4.28E-04	4.62E-04	2.73E-05	2.43E-04	1.47E-04	1.66E-04	1.84E-04	2.27E-05	1.69E-04	2.05E-04	1.83E-04	2.13E-04	2.27E-05	1.66E-04	1.64E-04	1.60E-04	1.96E-04
134.99361	6.90E-04	6.41E-04	8.26E-04	2.17E-04	3.16E-04	3.70E-04	4.16E-04	4.43E-04	2.31E-04	4.11E-04	3.31E-04	4.36E-04	4.41E-04	2.89E-04	4.06E-04	3.89E-04	4.29E-04	4.54E-04
135.95377	9.95E-05	1.03E-04	1.12E-04	1.86E-03	2.29E-04	1.37E-04	1.30E-04	1.23E-04	1.88E-03	1.62E-04	1.69E-04	1.46E-04	1.63E-04	1.86E-03	1.55E-04	1.54E-04	1.38E-04	1.28E-04
136.95958	3.18E-03	3.55E-03	3.41E-03	6.76E-03	2.37E-03	2.59E-03	2.70E-03	2.74E-03	6.18E-03	2.85E-03	2.71E-03	2.96E-03	2.89E-03	6.57E-03	2.88E-03	2.89E-03	2.98E-03	2.82E-03
138.95537	1.47E-04	1.43E-04	1.60E-04	1.14E-03	8.24E-04	4.66E-04	4.30E-04	3.88E-04	1.01E-03	4.66E-04	4.11E-04	4.37E-04	5.86E-04	1.04E-03	4.60E-04	4.45E-04	4.20E-04	3.51E-04
141.0371	7.68E-05	8.56E-05	8.43E-05	6.46E-06	2.31E-05	5.06E-05	8.39E-05	1.05E-04	4.70E-06	2.46E-05	3.82E-05	7.71E-05	8.90E-05	6.59E-06	3.13E-05	4.27E-05	8.36E-05	1.03E-04
142.94783	7.63E-04	7.37E-04	7.57E-04	4.81E-05	4.29E-04	5.31E-04	6.36E-04	6.53E-04	4.07E-05	4.40E-04	4.66E-04	6.19E-04	6.41E-04	4.03E-05	4.33E-04	5.01E-04	6.05E-04	6.42E-04
143.99457	5.00E-05	4.26E-05	5.10E-05	1.38E-04	2.57E-05	4.24E-05	6.58E-05	6.74E-05	1.57E-04	3.21E-05	2.98E-05	5.57E-05	7.25E-05	1.24E-04	3.44E-05	3.94E-05	5.21E-05	7.02E-05
144.92054	5.93E-04	5.66E-04	5.81E-04	3.87E-05	6.40E-04	6.08E-04	5.94E-04	5.78E-04	2.58E-05	5.73E-04	5.35E-04	5.72E-04	5.40E-04	3.29E-05	5.77E-04	5.96E-04	5.85E-04	5.93E-04
144.96542	9.55E-04	1.01E-03	9.91E-04	1.00E-04	2.74E-04	3.64E-04	4.95E-04	5.12E-04	8.53E-05	3.33E-04	3.54E-04	4.80E-04	5.11E-04	8.57E-05	3.45E-04	3.74E-04	4.93E-04	5.34E-04
145.01279	4.62E-04	5.04E-04	4.83E-04	3.80E-04	1.39E-04	2.42E-04	3.93E-04	4.74E-04	4.04E-04	1.92E-04	2.06E-04	3.84E-04	4.69E-04	3.88E-04	1.98E-04	2.38E-04	4.12E-04	4.94E-04
146.93055	3.72E-04	3.61E-04	3.90E-04	4.23E-05	2.02E-04	2.16E-04	2.63E-04	2.98E-04	5.17E-05	2.04E-04	2.89E-04	2.64E-04	3.56E-04	4.90E-05	2.00E-04	2.09E-04	2.42E-04	2.84E-04
146.9879	2.63E-04	2.47E-04	3.29E-04	1.83E-04	3.34E-04	4.29E-04	4.54E-04	4.82E-04	2.32E-04	4.15E-04	3.78E-04	4.65E-04	4.81E-04	2.42E-04	3.86E-04	4.18E-04	4.72E-04	4.79E-04
149.01131	5.73E-04	6.99E-04	6.78E-04	2.58E-05	3.06E-04	4.68E-04	5.57E-04	6.62E-04	2.19E-05	4.23E-04	4.38E-04	6.36E-04	7.30E-04	2.20E-05	3.83E-04	5.37E-04	6.25E-04	6.36E-04
150.95287	2.53E-04	2.55E-04	2.64E-04	5.02E-06	7.88E-05	9.38E-05	1.38E-04	1.64E-04	7.05E-06	8.02E-05	1.01E-04	1.39E-04	1.58E-04	5.12E-06	7.35E-05	9.95E-05	1.30E-04	1.42E-04
152.92544	1.61E-04	1.53E-04	1.58E-04	8.61E-06	9.05E-05	8.67E-05	1.04E-04	1.14E-04	9.39E-06	6.97E-05	1.02E-04	1.05E-04	1.61E-04	7.32E-06	6.49E-05	7.05E-05	9.70E-05	1.05E-04
152.96999	2.78E-04	2.94E-04	2.97E-04	8.61E-06	7.01E-05	1.16E-04	1.44E-04	1.49E-04	9.39E-06	8.99E-05	1.01E-04	1.36E-04	1.69E-04	7.32E-06	9.94E-05	1.05E-04	1.35E-04	1.52E-04
154.98477	1.18E-04	1.41E-04	1.23E-04	2.15E-06	8.86E-05	1.29E-04	1.35E-04	1.55E-04	3.91E-06	1.27E-04	1.07E-04	1.51E-04	1.70E-04	5.86E-06	1.19E-04	1.14E-04	1.54E-04	1.50E-04
157.97611	1.29E-04	1.45E-04	1.35E-04	1.00E-05	5.27E-05	5.76E-05	8.25E-05	1.03E-04	1.33E-05	5.89E-05	5.97E-05	8.96E-05	1.05E-04	1.46E-05	5.16E-05	6.44E-05	9.79E-05	1.04E-04
160.91706	2.79E-04	2.54E-04	2.71E-04	2.73E-05	7.03E-04	4.85E-04	4.18E-04	3.78E-04	2.27E-05	5.65E-04	5.30E-04	4.31E-04	4.42E-04	2.93E-05	5.50E-04	5.29E-04	4.43E-04	3.93E-04
