Mass (u)	P1_SQ0	P2_SQ0	P3_SQ0	P1_SQ1	P1_SQ2	P1_SQ3	P1_SQ4	P1_SQ5	P2_SQ1	P2_SQ2	P2_SQ3	P2_SQ4	P2_SQ5	P3_SQ1	P3_SQ2	P3_SQ3	P3_SQ4	P3_SQ5
388.80555	4.65E-04	4.70E-04	4.68E-04	0.00E+00	1.23E-04	1.62E-04	2.28E-04	2.56E-04	1.57E-06	1.29E-04	1.41E-04	2.22E-04	2.37E-04	7.32E-07	1.40E-04	1.74E-04	2.22E-04	2.55E-04
390.82135	6.06E-04	6.64E-04	6.32E-04	1.43E-06	6.35E-05	1.16E-04	1.61E-04	1.91E-04	0.00E+00	8.84E-05	9.85E-05	1.69E-04	1.85E-04	7.32E-07	9.62E-05	1.10E-04	1.57E-04	1.90E-04
408.76381	7.89E-04	8.39E-04	8.29E-04	7.17E-07	2.61E-04	4.23E-04	5.32E-04	6.17E-04	2.35E-06	3.34E-04	4.00E-04	5.73E-04	5.75E-04	0.00E+00	3.41E-04	3.92E-04	5.06E-04	5.79E-04
416.77365	5.15E-04	5.09E-04	5.05E-04	7.17E-07	7.62E-05	1.21E-04	1.88E-04	2.16E-04	7.83E-07	9.69E-05	1.05E-04	1.71E-04	2.07E-04	0.00E+00	8.96E-05	1.18E-04	1.60E-04	2.15E-04
423.75856	3.23E-04	2.98E-04	2.97E-04	1.43E-06	5.63E-04	4.53E-04	4.34E-04	3.95E-04	7.83E-07	4.85E-04	4.45E-04	4.40E-04	3.69E-04	1.46E-06	4.88E-04	5.12E-04	4.56E-04	4.41E-04
424.77867	5.23E-03	5.46E-03	5.37E-03	3.59E-06	3.61E-03	3.97E-03	4.40E-03	4.73E-03	3.13E-06	4.08E-03	3.95E-03	4.69E-03	4.24E-03	5.86E-06	4.11E-03	4.41E-03	4.87E-03	4.88E-03
426.77782	3.05E-04	3.08E-04	3.26E-04	2.15E-06	2.50E-04	2.79E-04	3.11E-04	3.18E-04	0.00E+00	2.96E-04	2.44E-04	3.13E-04	3.08E-04	2.93E-06	3.05E-04	3.08E-04	3.00E-04	2.97E-04
432.77675	2.53E-03	2.61E-03	2.63E-03	7.17E-07	3.97E-04	6.47E-04	9.42E-04	1.11E-03	7.83E-07	4.89E-04	5.96E-04	9.27E-04	9.75E-04	1.46E-06	5.06E-04	5.90E-04	9.17E-04	1.17E-03
440.77811	7.79E-04	8.16E-04	8.08E-04	3.59E-06	1.41E-04	1.44E-04	2.21E-04	2.67E-04	3.91E-06	1.06E-04	1.17E-04	2.17E-04	2.49E-04	2.93E-06	1.07E-04	1.26E-04	2.14E-04	2.67E-04
445.77475	2.02E-04	2.11E-04	2.03E-04	7.17E-07	4.05E-05	5.06E-05	7.00E-05	8.66E-05	3.13E-06	4.92E-05	5.27E-05	7.25E-05	8.06E-05	7.32E-07	5.16E-05	4.85E-05	6.13E-05	7.35E-05
448.78511	4.85E-04	5.14E-04	5.02E-04	0.00E+00	9.23E-05	1.49E-04	2.15E-04	2.61E-04	0.00E+00	1.08E-04	1.02E-04	2.15E-04	2.28E-04	2.20E-06	1.12E-04	1.34E-04	2.18E-04	2.66E-04
456.77216	5.34E-04	5.59E-04	5.67E-04	7.17E-07	5.09E-05	1.06E-04	1.63E-04	1.99E-04	0.00E+00	7.83E-05	1.01E-04	1.78E-04	2.21E-04	0.00E+00	8.02E-05	1.04E-04	1.55E-04	1.96E-04
458.7369	2.62E-04	2.69E-04	2.76E-04	7.17E-07	5.40E-05	8.64E-05	1.13E-04	1.34E-04	0.00E+00	6.60E-05	6.94E-05	1.15E-04	1.44E-04	0.00E+00	5.91E-05	6.51E-05	1.05E-04	1.32E-04
464.77899	3.38E-04	3.52E-04	3.30E-04	7.17E-07	4.74E-05	7.23E-05	1.20E-04	1.27E-04	0.00E+00	6.67E-05	6.04E-05	1.19E-04	1.61E-04	0.00E+00	5.79E-05	6.19E-05	9.42E-05	1.26E-04
466.31619	3.40E-03	3.58E-03	3.54E-03	2.15E-06	1.86E-03	2.34E-03	2.73E-03	2.93E-03	2.35E-06	2.40E-03	2.61E-03	2.94E-03	2.98E-03	7.32E-07	2.24E-03	2.52E-03	2.84E-03	2.98E-03
466.73251	4.89E-03	5.00E-03	5.00E-03	0.00E+00	4.54E-03	4.81E-03	5.09E-03	5.27E-03	7.83E-07	4.82E-03	4.90E-03	5.27E-03	4.80E-03	3.66E-06	4.76E-03	5.06E-03	5.37E-03	5.51E-03
472.79641	1.53E-04	1.65E-04	1.53E-04	0.00E+00	1.96E-05	2.99E-05	4.45E-05	5.88E-05	0.00E+00	2.87E-05	3.05E-05	4.63E-05	6.36E-05	0.00E+00	2.82E-05	2.64E-05	4.03E-05	5.50E-05
474.73002	2.61E-03	2.63E-03	2.63E-03	7.17E-07	5.26E-04	7.95E-04	1.16E-03	1.34E-03	0.00E+00	5.90E-04	6.89E-04	1.11E-03	1.14E-03	7.32E-07	6.29E-04	7.49E-04	1.12E-03	1.35E-03
482.73776	8.07E-04	8.10E-04	8.28E-04	2.15E-06	1.75E-04	1.53E-04	2.47E-04	3.09E-04	0.00E+00	1.21E-04	1.45E-04	2.53E-04	3.05E-04	7.32E-07	1.35E-04	1.55E-04	2.45E-04	3.00E-04
484.32047	6.59E-04	7.18E-04	7.00E-04	7.17E-07	1.82E-04	2.03E-04	2.62E-04	3.03E-04	1.57E-06	2.48E-04	2.84E-04	3.14E-04	3.01E-04	1.46E-06	2.34E-04	2.65E-04	2.99E-04	3.29E-04
484.7597	6.23E-04	6.85E-04	6.49E-04	2.15E-06	1.32E-04	1.73E-04	2.33E-04	2.28E-04	2.35E-06	1.89E-04	1.54E-04	2.30E-04	2.44E-04	1.46E-06	1.78E-04	1.94E-04	2.13E-04	2.34E-04
490.74145	4.63E-04	4.68E-04	4.69E-04	0.00E+00	9.97E-05	1.69E-04	2.33E-04	2.76E-04	7.83E-07	1.31E-04	1.30E-04	2.42E-04	2.44E-04	0.00E+00	1.17E-04	1.40E-04	2.16E-04	2.67E-04
498.72865	4.58E-04	4.57E-04	4.70E-04	6.46E-06	5.53E-05	1.12E-04	1.55E-04	2.00E-04	1.02E-05	8.39E-05	9.71E-05	1.51E-04	2.41E-04	2.20E-06	8.06E-05	8.97E-05	1.39E-04	1.95E-04
506.75538	1.65E-04	1.75E-04	1.70E-04	0.00E+00	2.22E-05	3.95E-05	5.79E-05	6.17E-05	2.35E-06	3.24E-05	2.98E-05	5.63E-05	8.27E-05	0.00E+00	2.74E-05	3.69E-05	5.17E-05	6.39E-05
509.70254	3.31E-04	3.54E-04	3.51E-04	0.00E+00	1.29E-04	1.77E-04	2.16E-04	2.63E-04	0.00E+00	1.46E-04	1.49E-04	2.24E-04	2.15E-04	0.00E+00	1.48E-04	1.52E-04	2.21E-04	2.59E-04
510.71435	4.55E-04	4.72E-04	4.60E-04	0.00E+00	1.11E-04	1.96E-04	2.86E-04	3.39E-04	0.00E+00	1.80E-04	1.71E-04	2.79E-04	3.17E-04	7.32E-07	1.75E-04	1.91E-04	2.68E-04	3.30E-04
525.68568	2.27E-04	2.26E-04	2.32E-04	1.43E-06	3.13E-04	2.62E-04	2.71E-04	2.61E-04	0.00E+00	2.75E-04	3.03E-04	2.77E-04	2.46E-04	0.00E+00	2.85E-04	2.78E-04	2.93E-04	2.76E-04
526.72422	3.84E-03	4.06E-03	3.99E-03	2.87E-06	2.45E-03	2.78E-03	3.23E-03	3.48E-03	1.57E-06	2.80E-03	2.88E-03	3.45E-03	3.14E-03	0.00E+00	2.90E-03	3.10E-03	3.57E-03	3.67E-03
528.73412	2.96E-04	3.13E-04	3.12E-04	0.00E+00	2.67E-04	2.81E-04	3.10E-04	3.26E-04	0.00E+00	3.13E-04	2.69E-04	3.67E-04	3.56E-04	1.46E-06	3.36E-04	3.35E-04	3.60E-04	3.53E-04
534.72456	1.74E-03	1.81E-03	1.82E-03	0.00E+00	2.32E-04	4.00E-04	6.31E-04	7.52E-04	0.00E+00	2.94E-04	3.48E-04	6.36E-04	5.88E-04	7.32E-07	3.26E-04	3.82E-04	6.16E-04	7.76E-04
535.74368	1.03E-04	1.14E-04	1.08E-04	0.00E+00	2.83E-05	3.06E-05	4.72E-05	4.62E-05	0.00E+00	2.24E-05	2.60E-05	3.80E-05	5.03E-05	0.00E+00	1.99E-05	2.82E-05	4.28E-05	5.59E-05
535.87911	1.47E-05	1.35E-05	1.41E-05	0.00E+00	2.61E-06	3.69E-06	1.83E-06	8.60E-06	0.00E+00	2.98E-06	6.24E-06	4.42E-06	4.59E-06	0.00E+00	3.91E-06	3.62E-06	3.39E-06	5.97E-06
542.72088	4.85E-04	4.92E-04	4.94E-04	1.43E-06	7.79E-05	7.20E-05	1.28E-04	1.58E-04	0.00E+00	5.52E-05	7.18E-05	1.21E-04	1.54E-04	0.00E+00	6.49E-05	6.76E-05	1.24E-04	1.57E-04
547.72947	1.11E-04	1.26E-04	1.20E-04	0.00E+00	2.70E-05	2.55E-05	4.23E-05	4.73E-05	0.00E+00	2.94E-05	2.53E-05	3.86E-05	4.98E-05	0.00E+00	2.78E-05	2.89E-05	3.42E-05	4.12E-05
550.72571	3.26E-04	3.49E-04	3.39E-04	0.00E+00	5.61E-05	9.56E-05	1.43E-04	1.62E-04	0.00E+00	5.96E-05	7.91E-05	1.22E-04	1.56E-04	0.00E+00	7.16E-05	8.61E-05	1.37E-04	1.60E-04
552.68484	3.34E-04	3.38E-04	3.30E-04	0.00E+00	1.71E-04	2.67E-04	3.36E-04	3.49E-04	0.00E+00	2.10E-04	2.30E-04	3.23E-04	3.55E-04	0.00E+00	1.78E-04	2.39E-04	2.90E-04	3.41E-04
558.71701	2.66E-04	2.96E-04	2.86E-04	7.17E-07	3.09E-05	5.02E-05	9.02E-05	9.49E-05	2.35E-06	3.50E-05	3.61E-05	8.02E-05	9.01E-05	0.00E+00	3.40E-05	4.45E-05	6.59E-05	1.14E-04
568.68519	5.13E-03	5.19E-03	5.21E-03	7.17E-07	4.45E-03	5.08E-03	5.38E-03	5.52E-03	1.57E-06	4.98E-03	5.07E-03	5.67E-03	5.07E-03	0.00E+00	4.99E-03	5.34E-03	5.83E-03	5.84E-03
569.67895	5.62E-05	5.87E-05	5.94E-05	0.00E+00	2.39E-05	2.21E-05	3.20E-05	3.61E-05	0.00E+00	2.76E-05	2.64E-05	3.80E-05	3.39E-05	0.00E+00	1.92E-05	2.42E-05	3.14E-05	3.52E-05
570.69763	2.65E-04	2.76E-04	2.73E-04	0.00E+00	1.63E-04	1.93E-04	2.03E-04	2.14E-04	1.57E-06	1.82E-04	1.53E-04	2.09E-04	2.10E-04	0.00E+00	1.71E-04	1.90E-04	2.19E-04	2.31E-04
576.68148	2.05E-03	2.07E-03	2.07E-03	1.43E-06	3.76E-04	6.33E-04	9.74E-04	1.10E-03	7.83E-07	4.68E-04	5.56E-04	9.25E-04	9.36E-04	7.32E-07	4.85E-04	6.01E-04	9.05E-04	1.14E-03
577.68801	6.84E-05	7.54E-05	6.75E-05	0.00E+00	1.04E-05	1.48E-05	2.31E-05	2.67E-05	0.00E+00	9.69E-06	1.63E-05	2.45E-05	3.11E-05	0.00E+00	1.33E-05	1.41E-05	2.19E-05	3.02E-05
584.68648	5.50E-04	5.60E-04	5.75E-04	0.00E+00	1.47E-04	1.24E-04	1.87E-04	2.24E-04	7.83E-07	9.28E-05	8.50E-05	1.81E-04	2.17E-04	0.00E+00	8.80E-05	1.02E-04	1.82E-04	2.30E-04
586.71335	2.89E-04	3.27E-04	3.07E-04	0.00E+00	4.18E-05	4.61E-05	5.15E-05	6.45E-05	0.00E+00	6.34E-05	4.06E-05	5.51E-05	7.10E-05	7.32E-07	5.63E-05	5.97E-05	6.31E-05	6.54E-05
592.68188	3.80E-04	3.86E-04	4.01E-04	0.00E+00	7.92E-05	1.14E-04	1.82E-04	2.18E-04	0.00E+00	8.87E-05	9.68E-05	1.79E-04	1.78E-04	0.00E+00	8.72E-05	1.12E-04	1.67E-04	2.18E-04
600.69483	2.78E-04	2.96E-04	2.88E-04	1.43E-06	4.18E-05	7.86E-05	9.75E-05	1.23E-04	0.00E+00	5.52E-05	4.27E-05	9.82E-05	1.42E-04	1.46E-06	4.93E-05	5.39E-05	1.06E-04	1.16E-04
612.65087	2.03E-04	2.18E-04	2.03E-04	0.00E+00	5.48E-05	9.37E-05	1.39E-04	1.48E-04	0.00E+00	7.53E-05	7.08E-05	1.27E-04	1.31E-04	1.46E-06	8.14E-05	8.79E-05	1.28E-04	1.39E-04
628.67123	2.63E-03	2.81E-03	2.80E-03	7.17E-07	1.59E-03	1.91E-03	2.17E-03	2.42E-03	0.00E+00	1.91E-03	1.94E-03	2.38E-03	2.15E-03	7.32E-07	1.94E-03	2.15E-03	2.46E-03	2.58E-03
630.67561	1.88E-04	2.05E-04	2.04E-04	7.17E-07	1.74E-04	2.00E-04	2.36E-04	2.53E-04	7.83E-07	2.34E-04	1.88E-04	2.56E-04	2.44E-04	0.00E+00	2.24E-04	2.32E-04	2.36E-04	2.50E-04
636.66703	1.18E-03	1.27E-03	1.28E-03	0.00E+00	1.45E-04	2.39E-04	3.84E-04	4.76E-04	0.00E+00	2.14E-04	2.30E-04	4.16E-04	3.97E-04	0.00E+00	2.11E-04	2.39E-04	4.15E-04	5.28E-04
638.67723	6.96E-05	7.30E-05	7.17E-05	0.00E+00	1.31E-05	1.84E-05	2.86E-05	3.76E-05	0.00E+00	1.57E-05	2.01E-05	2.62E-05	4.24E-05	0.00E+00	1.99E-05	1.81E-05	2.99E-05	3.11E-05
644.65919	3.77E-04	3.94E-04	3.91E-04	7.17E-07	5.27E-05	6.02E-05	1.04E-04	1.18E-04	0.00E+00	4.58E-05	4.96E-05	9.17E-05	1.19E-04	7.32E-07	4.11E-05	6.37E-05	8.01E-05	1.07E-04
652.67572	2.10E-04	2.22E-04	2.22E-04	1.43E-06	4.83E-05	5.20E-05	8.83E-05	1.06E-04	0.00E+00	3.73E-05	4.86E-05	8.58E-05	9.32E-05	0.00E+00	4.73E-05	5.43E-05	8.16E-05	9.53E-05
654.62504	2.15E-04	2.26E-04	2.23E-04	0.00E+00	1.09E-04	1.73E-04	2.25E-04	2.48E-04	0.00E+00	1.36E-04	1.54E-04	2.35E-04	2.58E-04	0.00E+00	1.38E-04	1.63E-04	2.06E-04	2.42E-04
660.65391	2.33E-04	2.34E-04	2.40E-04	7.17E-07	2.18E-05	4.06E-05	7.46E-05	8.20E-05	0.00E+00	3.39E-05	3.57E-05	6.54E-05	7.68E-05	7.32E-07	2.85E-05	3.51E-05	6.47E-05	8.66E-05
662.63765	1.51E-04	1.59E-04	1.60E-04	7.17E-07	2.79E-05	4.83E-05	7.77E-05	9.21E-05	0.00E+00	3.76E-05	4.44E-05	7.75E-05	7.96E-05	0.00E+00	3.91E-05	3.69E-05	7.14E-05	8.72E-05
670.63082	3.51E-03	3.62E-03	3.61E-03	1.43E-06	3.29E-03	3.74E-03	4.04E-03	4.22E-03	1.57E-06	3.77E-03	3.74E-03	4.36E-03	3.84E-03	2.20E-06	3.75E-03	4.15E-03	4.38E-03	4.47E-03
672.63536	2.21E-04	2.38E-04	2.19E-04	0.00E+00	1.51E-04	1.77E-04	2.04E-04	2.06E-04	7.83E-07	1.59E-04	1.73E-04	1.94E-04	1.86E-04	0.00E+00	1.63E-04	1.88E-04	1.97E-04	2.07E-04
678.62586	1.59E-03	1.57E-03	1.57E-03	7.17E-07	2.82E-04	4.93E-04	7.24E-04	8.88E-04	7.83E-07	3.67E-04	4.32E-04	7.49E-04	7.35E-04	7.32E-07	3.75E-04	4.48E-04	7.17E-04	8.83E-04
686.63647	4.34E-04	4.46E-04	4.27E-04	0.00E+00	9.84E-05	8.71E-05	1.56E-04	1.88E-04	7.83E-07	5.78E-05	6.45E-05	1.47E-04	1.67E-04	0.00E+00	7.08E-05	9.41E-05	1.37E-04	1.90E-04
694.62207	2.86E-04	2.87E-04	2.92E-04	7.17E-07	6.53E-05	7.49E-05	1.33E-04	1.61E-04	0.00E+00	6.45E-05	7.32E-05	1.24E-04	1.35E-04	7.32E-07	4.58E-05	6.95E-05	1.24E-04	1.57E-04
702.60379	2.91E-04	3.13E-04	3.03E-04	7.17E-07	3.83E-05	7.45E-05	1.03E-04	1.21E-04	7.83E-07	5.59E-05	5.65E-05	1.02E-04	1.73E-04	7.32E-07	5.32E-05	4.92E-05	1.00E-04	1.28E-04
730.61744	1.67E-03	1.77E-03	1.77E-03	7.17E-07	1.07E-03	1.24E-03	1.50E-03	1.64E-03	1.57E-06	1.29E-03	1.15E-03	1.64E-03	1.44E-03	0.00E+00	1.35E-03	1.46E-03	1.70E-03	1.79E-03
732.60561	1.23E-04	1.32E-04	1.31E-04	0.00E+00	1.35E-04	1.43E-04	1.60E-04	1.76E-04	0.00E+00	1.54E-04	1.37E-04	1.79E-04	1.76E-04	7.32E-07	1.39E-04	1.58E-04	1.80E-04	1.80E-04
738.61509	8.32E-04	8.65E-04	8.83E-04	1.43E-06	1.21E-04	1.77E-04	3.01E-04	3.60E-04	0.00E+00	1.31E-04	1.44E-04	2.99E-04	2.82E-04	7.32E-07	1.67E-04	1.92E-04	2.95E-04	3.90E-04
740.62368	5.25E-05	5.58E-05	5.53E-05	1.43E-06	9.57E-06	1.84E-05	2.80E-05	3.01E-05	0.00E+00	1.01E-05	1.21E-05	2.21E-05	2.81E-05	0.00E+00	1.56E-05	1.92E-05	2.86E-05	3.02E-05
746.61041	2.24E-04	2.42E-04	2.23E-04	0.00E+00	3.52E-05	3.25E-05	6.21E-05	7.05E-05	7.83E-07	2.53E-05	2.81E-05	5.57E-05	6.33E-05	0.00E+00	3.25E-05	2.50E-05	6.37E-05	7.59E-05
756.5707	1.55E-04	1.53E-04	1.54E-04	7.17E-07	7.79E-05	1.41E-04	2.00E-04	1.96E-04	0.00E+00	1.07E-04	1.30E-04	1.87E-04	2.00E-04	0.00E+00	1.14E-04	1.32E-04	1.68E-04	1.90E-04
764.56223	1.23E-04	1.21E-04	1.19E-04	7.17E-07	2.18E-05	3.54E-05	6.43E-05	7.43E-05	0.00E+00	2.20E-05	3.54E-05	6.66E-05	6.84E-05	0.00E+00	2.85E-05	3.69E-05	5.70E-05	6.69E-05
772.57135	2.20E-03	2.26E-03	2.26E-03	0.00E+00	2.30E-03	2.60E-03	2.80E-03	2.89E-03	0.00E+00	2.64E-03	2.56E-03	2.98E-03	2.59E-03	0.00E+00	2.73E-03	2.92E-03	3.07E-03	3.10E-03
774.56961	1.18E-04	1.19E-04	1.26E-04	0.00E+00	9.75E-05	9.15E-05	1.10E-04	1.16E-04	0.00E+00	1.01E-04	1.04E-04	1.26E-04	1.16E-04	0.00E+00	1.06E-04	1.02E-04	1.19E-04	1.24E-04
780.56305	1.04E-03	1.04E-03	1.06E-03	7.17E-07	1.92E-04	3.43E-04	5.09E-04	5.86E-04	7.83E-07	2.44E-04	3.09E-04	5.13E-04	4.65E-04	0.00E+00	2.61E-04	3.30E-04	5.03E-04	6.10E-04
788.56731	3.38E-04	3.29E-04	3.47E-04	7.17E-07	7.70E-05	7.49E-05	1.26E-04	1.53E-04	0.00E+00	5.78E-05	5.51E-05	1.16E-04	1.44E-04	0.00E+00	6.45E-05	6.95E-05	1.16E-04	1.68E-04
796.56535	1.69E-04	1.65E-04	1.68E-04	0.00E+00	3.44E-05	4.43E-05	7.49E-05	8.66E-05	0.00E+00	2.61E-05	3.68E-05	8.08E-05	8.45E-05	7.32E-07	4.07E-05	4.74E-05	8.07E-05	9.74E-05
812.5706	3.75E-05	3.94E-05	3.47E-05	0.00E+00	7.83E-06	1.18E-05	1.52E-05	2.38E-05	0.00E+00	7.45E-06	7.63E-06	1.59E-05	3.32E-05	0.00E+00	1.02E-05	9.04E-06	1.79E-05	1.58E-05
832.39193	9.10E-04	9.50E-04	9.46E-04	0.00E+00	7.22E-04	8.00E-04	9.52E-04	1.08E-03	0.00E+00	8.50E-04	8.73E-04	1.06E-03	9.24E-04	0.00E+00	9.33E-04	9.49E-04	1.17E-03	1.23E-03
