Mass (u)	P1_SQ2	P1_SQ1	P1_SQ3	P1_SQ4	P1_SQ5	P2_SQ2	P2_SQ1	P2_SQ3	P2_SQ4	P2_SQ5	P3_SQ2	P3_SQ1	P3_SQ3	P3_SQ4	P3_SQ5
378.8059	1.43E-04	4.73E-05	2.19E-04	2.35E-04	2.41E-04	2.15E-04	3.37E-05	2.45E-04	2.29E-04	4.93E-04	1.85E-04	2.64E-05	2.07E-04	2.03E-04	2.20E-04
380.3133	1.21E-04	1.51E-05	1.52E-04	1.95E-04	2.32E-04	1.32E-04	1.10E-05	1.63E-04	2.14E-04	2.74E-04	1.33E-04	1.39E-05	1.30E-04	1.83E-04	2.34E-04
380.7923	2.58E-04	8.61E-06	2.95E-04	4.17E-04	4.66E-04	2.40E-04	1.25E-05	2.64E-04	3.88E-04	4.97E-04	2.37E-04	1.02E-05	2.61E-04	3.73E-04	4.58E-04
382.3713	3.13E-04	3.59E-06	3.78E-04	4.86E-04	5.28E-04	4.01E-04	3.13E-06	5.36E-04	5.40E-04	5.74E-04	3.71E-04	3.66E-06	4.23E-04	4.87E-04	5.73E-04
382.8045	6.52E-04	6.46E-06	8.36E-04	9.89E-04	1.15E-03	8.40E-04	8.61E-06	8.71E-04	1.06E-03	1.13E-03	8.66E-04	4.39E-06	9.11E-04	1.07E-03	1.15E-03
383.8977	1.93E-04	6.46E-06	2.71E-04	3.12E-04	3.40E-04	2.82E-04	1.57E-06	3.14E-04	3.39E-04	4.30E-04	2.65E-04	3.66E-06	2.83E-04	2.89E-04	3.07E-04
384.8095	2.99E-04	5.74E-06	4.53E-04	5.04E-04	5.31E-04	4.70E-04	5.48E-06	4.79E-04	5.18E-04	6.39E-04	3.80E-04	3.66E-06	4.39E-04	4.53E-04	4.78E-04
385.992	9.79E-05	5.02E-06	1.73E-04	2.14E-04	2.10E-04	1.39E-04	3.91E-06	1.74E-04	2.10E-04	2.77E-04	1.31E-04	4.39E-06	1.43E-04	1.75E-04	2.01E-04
386.8089	1.21E-04	7.17E-06	2.02E-04	2.68E-04	2.88E-04	2.00E-04	7.04E-06	2.03E-04	2.72E-04	3.62E-04	1.89E-04	2.93E-06	2.00E-04	2.37E-04	2.69E-04
388.3468	1.33E-04	3.59E-06	2.02E-04	2.70E-04	3.07E-04	1.54E-04	2.35E-06	2.28E-04	2.76E-04	3.10E-04	1.65E-04	1.46E-06	1.76E-04	2.63E-04	3.19E-04
388.7957	2.19E-04	7.17E-07	3.09E-04	4.32E-04	4.87E-04	2.51E-04	3.13E-06	2.90E-04	4.34E-04	4.72E-04	2.55E-04	6.59E-06	3.09E-04	4.14E-04	4.90E-04
390.3312	1.01E-04	4.30E-06	1.42E-04	1.84E-04	1.98E-04	1.02E-04	1.57E-06	1.63E-04	2.00E-04	2.35E-04	1.00E-04	7.32E-07	1.29E-04	1.78E-04	2.21E-04
390.8121	1.44E-04	5.74E-06	2.37E-04	3.22E-04	3.96E-04	1.93E-04	0.00E+00	2.22E-04	3.55E-04	3.84E-04	2.06E-04	4.39E-06	2.29E-04	3.15E-04	3.75E-04
391.8695	1.01E-04	7.17E-07	1.58E-04	1.91E-04	2.46E-04	1.26E-04	2.35E-06	1.57E-04	2.14E-04	2.66E-04	1.23E-04	1.46E-06	1.49E-04	1.83E-04	2.46E-04
392.8091	1.39E-04	6.46E-06	2.11E-04	2.82E-04	3.41E-04	1.88E-04	3.13E-06	2.06E-04	2.72E-04	3.43E-04	1.78E-04	3.66E-06	2.01E-04	2.56E-04	3.26E-04
394.083	6.96E-05	4.30E-06	1.00E-04	1.30E-04	1.72E-04	8.95E-05	3.13E-06	1.24E-04	1.42E-04	2.17E-04	8.45E-05	1.46E-06	1.05E-04	1.38E-04	1.40E-04
394.7813	1.02E-04	4.30E-06	1.71E-04	1.73E-04	2.13E-04	1.47E-04	5.48E-06	1.59E-04	1.86E-04	3.12E-04	1.21E-04	5.86E-06	1.32E-04	1.81E-04	1.92E-04
396.3322	1.02E-04	5.02E-06	1.67E-04	2.47E-04	2.93E-04	1.38E-04	3.13E-06	1.70E-04	2.50E-04	3.55E-04	1.12E-04	2.93E-06	1.50E-04	2.29E-04	2.85E-04
396.7883	1.28E-04	4.30E-06	2.37E-04	3.20E-04	3.92E-04	1.99E-04	1.57E-06	2.37E-04	3.28E-04	4.98E-04	2.05E-04	2.93E-06	2.22E-04	3.04E-04	3.73E-04
398.2723	7.96E-05	2.87E-06	1.04E-04	1.74E-04	1.95E-04	9.95E-05	7.83E-07	1.48E-04	1.72E-04	2.54E-04	9.62E-05	2.20E-06	1.16E-04	1.57E-04	1.94E-04
398.8259	1.12E-04	2.87E-06	1.74E-04	2.39E-04	2.66E-04	1.74E-04	4.70E-06	1.60E-04	2.38E-04	3.13E-04	1.55E-04	3.66E-06	1.62E-04	2.11E-04	2.57E-04
400.361	2.78E-04	5.02E-06	4.22E-04	4.69E-04	4.38E-04	4.59E-04	7.04E-06	5.25E-04	5.12E-04	6.53E-04	3.91E-04	4.39E-06	4.19E-04	4.16E-04	4.23E-04
400.7789	5.55E-04	1.79E-05	8.70E-04	8.69E-04	8.59E-04	8.91E-04	1.64E-05	9.32E-04	9.12E-04	1.19E-03	7.45E-04	1.46E-05	8.44E-04	8.04E-04	7.05E-04
402.3348	1.64E-04	9.32E-06	2.09E-04	2.37E-04	2.43E-04	2.23E-04	5.48E-06	2.62E-04	2.60E-04	3.60E-04	1.82E-04	4.39E-06	2.15E-04	2.22E-04	1.99E-04
402.7831	2.48E-04	5.74E-06	3.99E-04	3.65E-04	3.90E-04	3.79E-04	4.70E-06	3.93E-04	4.02E-04	5.65E-04	3.40E-04	5.86E-06	3.64E-04	3.39E-04	3.04E-04
404.249	1.00E-04	2.87E-06	1.26E-04	1.78E-04	2.18E-04	1.13E-04	4.70E-06	1.34E-04	1.86E-04	2.77E-04	1.05E-04	3.66E-06	1.26E-04	1.78E-04	1.94E-04
404.7925	1.07E-04	9.32E-06	1.69E-04	2.21E-04	2.71E-04	1.33E-04	3.13E-06	1.66E-04	2.50E-04	3.19E-04	1.31E-04	1.46E-06	1.71E-04	2.09E-04	2.52E-04
406.2639	7.66E-05	5.02E-06	1.09E-04	1.54E-04	1.91E-04	9.73E-05	1.57E-06	1.27E-04	1.60E-04	2.27E-04	8.56E-05	2.20E-06	1.14E-04	1.59E-04	1.65E-04
407.0406	1.54E-04	1.43E-06	2.04E-04	2.81E-04	3.31E-04	1.76E-04	1.57E-06	2.18E-04	2.93E-04	3.58E-04	1.62E-04	2.20E-06	2.01E-04	2.68E-04	3.35E-04
407.9013	3.27E-04	7.17E-07	4.34E-04	6.13E-04	7.11E-04	4.04E-04	2.35E-06	4.73E-04	6.24E-04	6.69E-04	4.08E-04	0.00E+00	4.47E-04	5.87E-04	7.10E-04
408.7788	3.80E-04	2.15E-06	6.31E-04	7.99E-04	9.18E-04	5.09E-04	3.91E-06	5.88E-04	8.26E-04	8.73E-04	5.15E-04	0.00E+00	5.83E-04	7.60E-04	8.56E-04
410.2542	1.01E-04	2.15E-06	1.56E-04	2.14E-04	2.37E-04	1.24E-04	7.83E-07	1.50E-04	1.92E-04	2.69E-04	1.19E-04	1.46E-06	1.44E-04	1.73E-04	2.14E-04
410.7806	1.08E-04	2.15E-06	1.91E-04	2.15E-04	2.49E-04	1.60E-04	1.57E-06	1.69E-04	2.36E-04	3.22E-04	1.60E-04	2.93E-06	1.74E-04	2.18E-04	2.35E-04
412.2421	6.48E-05	1.43E-06	8.97E-05	1.38E-04	1.59E-04	8.16E-05	0.00E+00	1.10E-04	1.41E-04	1.97E-04	7.35E-05	1.46E-06	9.37E-05	1.30E-04	1.45E-04
412.8043	6.75E-05	5.74E-06	1.11E-04	1.58E-04	1.82E-04	9.13E-05	7.83E-07	1.01E-04	1.50E-04	2.09E-04	8.76E-05	2.93E-06	9.95E-05	1.46E-04	1.68E-04
414.3029	6.75E-05	1.43E-06	1.00E-04	1.46E-04	1.72E-04	8.83E-05	1.57E-06	1.09E-04	1.62E-04	1.97E-04	7.67E-05	1.46E-06	9.69E-05	1.35E-04	1.51E-04
414.8559	9.23E-05	1.43E-06	1.50E-04	2.03E-04	2.50E-04	1.23E-04	3.13E-06	1.61E-04	2.20E-04	2.72E-04	1.17E-04	3.66E-06	1.44E-04	2.12E-04	2.50E-04
416.0207	1.30E-04	2.87E-06	2.14E-04	3.27E-04	4.11E-04	1.81E-04	0.00E+00	2.34E-04	3.54E-04	3.86E-04	1.81E-04	2.20E-06	2.09E-04	3.21E-04	3.93E-04
416.7871	1.42E-04	6.46E-06	2.21E-04	3.45E-04	4.01E-04	1.78E-04	2.35E-06	2.10E-04	3.22E-04	3.90E-04	1.80E-04	4.39E-06	2.10E-04	2.98E-04	3.77E-04
418.3218	1.56E-04	3.01E-05	2.61E-04	2.54E-04	2.61E-04	2.58E-04	1.80E-05	3.12E-04	2.90E-04	4.68E-04	1.91E-04	2.12E-05	2.12E-04	2.22E-04	2.21E-04
418.7535	2.34E-04	4.45E-05	3.84E-04	3.41E-04	3.14E-04	3.73E-04	5.24E-05	3.81E-04	3.48E-04	6.03E-04	3.01E-04	5.27E-05	3.10E-04	2.83E-04	2.74E-04
420.3114	1.04E-04	1.86E-05	1.86E-04	1.95E-04	1.88E-04	1.77E-04	2.27E-05	2.09E-04	1.90E-04	3.90E-04	1.36E-04	2.49E-05	1.41E-04	1.55E-04	1.65E-04
420.7601	1.67E-04	2.65E-05	2.67E-04	2.51E-04	2.38E-04	2.44E-04	1.41E-05	2.69E-04	2.38E-04	5.24E-04	2.05E-04	1.76E-05	2.25E-04	2.04E-04	2.16E-04
422.269	1.01E-04	5.02E-06	1.53E-04	1.95E-04	2.30E-04	1.54E-04	1.02E-05	1.84E-04	2.14E-04	2.98E-04	1.30E-04	5.12E-06	1.39E-04	2.10E-04	2.11E-04
422.7952	1.25E-04	3.59E-06	1.86E-04	2.48E-04	2.91E-04	1.72E-04	5.48E-06	1.91E-04	2.44E-04	3.35E-04	1.51E-04	7.32E-06	1.62E-04	2.29E-04	2.59E-04
424.2483	1.53E-03	5.74E-06	1.61E-03	1.81E-03	1.89E-03	1.66E-03	5.48E-06	1.85E-03	1.96E-03	1.91E-03	1.63E-03	2.93E-06	1.82E-03	1.96E-03	2.07E-03
424.7887	4.09E-03	4.30E-06	4.59E-03	5.13E-03	5.53E-03	4.71E-03	3.13E-06	4.78E-03	5.47E-03	5.02E-03	4.73E-03	8.78E-06	5.06E-03	5.61E-03	5.69E-03
426.2862	2.62E-04	2.87E-06	3.35E-04	4.05E-04	4.27E-04	3.66E-04	3.13E-06	3.83E-04	4.40E-04	4.71E-04	3.29E-04	2.20E-06	3.79E-04	4.11E-04	4.45E-04
426.7837	4.53E-04	5.74E-06	5.65E-04	6.35E-04	6.84E-04	5.92E-04	5.48E-06	6.09E-04	6.55E-04	7.09E-04	6.03E-04	5.12E-06	5.95E-04	6.22E-04	6.34E-04
428.1461	1.01E-04	1.43E-06	1.40E-04	1.89E-04	2.04E-04	1.30E-04	3.91E-06	1.53E-04	1.84E-04	2.93E-04	1.13E-04	2.93E-06	1.43E-04	1.84E-04	2.11E-04
428.7938	1.12E-04	1.43E-06	1.66E-04	1.93E-04	2.41E-04	1.57E-04	2.35E-06	1.63E-04	2.24E-04	3.18E-04	1.30E-04	1.46E-06	1.54E-04	1.87E-04	2.16E-04
430.0365	6.48E-05	1.43E-06	1.04E-04	1.56E-04	1.90E-04	9.58E-05	1.57E-06	1.04E-04	1.55E-04	2.03E-04	8.99E-05	2.20E-06	1.02E-04	1.35E-04	1.67E-04
430.8166	6.09E-05	1.43E-06	1.19E-04	1.69E-04	1.98E-04	9.06E-05	7.83E-07	1.05E-04	1.66E-04	2.34E-04	9.70E-05	1.46E-06	9.87E-05	1.59E-04	1.85E-04
432.2781	1.91E-04	1.43E-06	3.24E-04	4.80E-04	5.79E-04	2.64E-04	3.91E-06	3.19E-04	4.92E-04	5.77E-04	2.50E-04	3.66E-06	3.02E-04	4.60E-04	5.93E-04
432.7865	5.05E-04	7.17E-07	8.09E-04	1.19E-03	1.37E-03	6.20E-04	5.48E-06	7.77E-04	1.18E-03	1.25E-03	6.43E-04	1.46E-06	7.49E-04	1.15E-03	1.46E-03
434.1415	1.24E-04	7.17E-07	1.85E-04	2.43E-04	2.79E-04	1.65E-04	1.57E-06	1.92E-04	2.51E-04	3.12E-04	1.32E-04	4.39E-06	1.63E-04	2.37E-04	2.68E-04
434.7868	1.38E-04	3.59E-06	1.89E-04	2.67E-04	3.01E-04	1.80E-04	2.35E-06	1.73E-04	2.82E-04	3.23E-04	1.75E-04	7.32E-07	1.82E-04	2.53E-04	3.09E-04
436.2626	8.53E-05	2.37E-05	1.28E-04	1.72E-04	1.92E-04	1.24E-04	2.27E-05	1.57E-04	1.89E-04	2.89E-04	1.02E-04	1.90E-05	1.32E-04	1.69E-04	2.03E-04
436.7848	7.79E-05	7.39E-05	1.32E-04	1.67E-04	1.91E-04	1.37E-04	6.58E-05	1.19E-04	1.63E-04	2.37E-04	1.11E-04	6.88E-05	1.28E-04	1.43E-04	1.77E-04
438.2817	5.79E-05	3.66E-05	9.74E-05	1.23E-04	1.43E-04	8.54E-05	2.66E-05	1.01E-04	1.33E-04	1.98E-04	8.33E-05	2.63E-05	9.30E-05	1.16E-04	1.30E-04
438.8724	7.62E-05	2.65E-05	1.17E-04	1.53E-04	1.69E-04	1.16E-04	1.72E-05	1.26E-04	1.59E-04	2.25E-04	9.50E-05	3.51E-05	1.09E-04	1.58E-04	1.63E-04
440.2414	1.34E-04	1.00E-05	2.04E-04	2.95E-04	3.42E-04	1.62E-04	1.10E-05	2.00E-04	3.06E-04	3.78E-04	1.60E-04	1.02E-05	2.01E-04	2.78E-04	3.57E-04
440.7775	2.22E-04	7.89E-06	2.54E-04	3.91E-04	4.52E-04	2.06E-04	7.04E-06	2.29E-04	3.89E-04	4.61E-04	1.93E-04	7.32E-06	2.32E-04	3.62E-04	4.56E-04
442.3239	5.79E-04	2.15E-06	9.45E-04	9.31E-04	9.18E-04	9.09E-04	5.48E-06	1.08E-03	1.02E-03	1.38E-03	8.21E-04	6.59E-06	8.88E-04	8.37E-04	7.91E-04
442.7437	7.27E-04	2.15E-06	1.21E-03	1.18E-03	1.09E-03	1.17E-03	4.70E-06	1.22E-03	1.20E-03	1.57E-03	1.05E-03	5.86E-06	1.13E-03	1.06E-03	9.31E-04
444.29	2.74E-04	3.59E-06	3.54E-04	4.14E-04	4.06E-04	3.98E-04	4.70E-06	4.41E-04	4.42E-04	6.46E-04	3.29E-04	3.66E-06	3.58E-04	3.60E-04	3.43E-04
444.742	3.06E-04	1.08E-05	5.12E-04	4.66E-04	4.76E-04	4.76E-04	3.91E-06	4.92E-04	5.03E-04	6.86E-04	4.00E-04	5.12E-06	4.39E-04	4.07E-04	4.17E-04
446.1864	1.31E-04	5.02E-06	1.81E-04	2.41E-04	2.78E-04	1.68E-04	3.13E-06	1.96E-04	2.52E-04	3.17E-04	1.51E-04	2.20E-06	1.67E-04	2.16E-04	2.65E-04
446.7876	9.62E-05	3.59E-06	1.54E-04	2.06E-04	2.32E-04	1.27E-04	2.35E-06	1.47E-04	2.13E-04	2.51E-04	1.38E-04	2.93E-06	1.48E-04	1.84E-04	2.10E-04
448.2749	9.70E-05	2.15E-06	1.50E-04	2.45E-04	2.76E-04	1.36E-04	3.91E-06	1.75E-04	2.44E-04	2.89E-04	1.24E-04	3.66E-06	1.55E-04	2.15E-04	2.80E-04
448.7852	1.75E-04	2.87E-06	2.68E-04	3.85E-04	4.67E-04	2.10E-04	3.91E-06	2.42E-04	3.93E-04	4.37E-04	2.00E-04	1.17E-05	2.46E-04	3.74E-04	4.66E-04
450.2828	2.16E-04	2.87E-06	3.20E-04	4.06E-04	4.36E-04	2.65E-04	2.35E-06	3.34E-04	4.05E-04	5.44E-04	2.49E-04	3.66E-06	2.91E-04	3.56E-04	4.17E-04
450.7479	3.13E-04	7.17E-07	4.87E-04	6.20E-04	6.76E-04	4.14E-04	7.83E-07	4.55E-04	6.23E-04	7.03E-04	3.63E-04	2.93E-06	4.60E-04	5.29E-04	6.15E-04
452.1626	1.12E-04	7.17E-07	1.76E-04	2.59E-04	2.86E-04	1.58E-04	0.00E+00	1.86E-04	2.51E-04	3.46E-04	1.37E-04	7.32E-07	1.75E-04	2.34E-04	2.52E-04
452.7711	1.27E-04	7.17E-07	2.21E-04	2.89E-04	3.15E-04	1.87E-04	2.35E-06	1.95E-04	2.66E-04	3.56E-04	1.80E-04	2.20E-06	2.00E-04	2.48E-04	2.71E-04
454.1292	9.14E-05	2.15E-06	1.41E-04	2.11E-04	2.17E-04	1.07E-04	1.57E-06	1.47E-04	1.98E-04	2.67E-04	1.12E-04	1.46E-06	1.44E-04	1.83E-04	2.17E-04
454.7975	6.40E-05	3.59E-06	1.13E-04	1.48E-04	1.65E-04	9.54E-05	3.13E-06	1.09E-04	1.51E-04	2.06E-04	9.23E-05	7.32E-07	1.02E-04	1.26E-04	1.49E-04
456.2997	8.53E-05	1.43E-06	1.51E-04	2.13E-04	2.58E-04	1.05E-04	2.35E-06	1.50E-04	2.39E-04	3.13E-04	1.06E-04	1.46E-06	1.29E-04	2.11E-04	2.51E-04
456.7867	1.15E-04	2.87E-06	1.97E-04	2.93E-04	3.55E-04	1.60E-04	2.35E-06	2.08E-04	3.11E-04	4.01E-04	1.47E-04	2.93E-06	1.97E-04	2.81E-04	3.68E-04
458.2405	1.18E-04	4.30E-06	1.74E-04	2.42E-04	2.79E-04	1.38E-04	0.00E+00	1.73E-04	2.46E-04	3.31E-04	1.37E-04	7.32E-07	1.54E-04	2.05E-04	2.77E-04
458.7457	1.27E-04	2.15E-06	2.18E-04	3.06E-04	3.45E-04	1.75E-04	7.83E-07	1.83E-04	2.94E-04	3.75E-04	1.71E-04	0.00E+00	1.88E-04	2.90E-04	3.44E-04
460.3033	1.59E-04	2.15E-06	2.61E-04	2.74E-04	3.04E-04	2.33E-04	3.91E-06	3.05E-04	3.14E-04	4.14E-04	2.29E-04	3.66E-06	2.32E-04	2.48E-04	2.62E-04
460.7505	1.54E-04	5.74E-06	2.51E-04	2.73E-04	2.80E-04	2.36E-04	3.91E-06	2.44E-04	2.86E-04	3.91E-04	2.18E-04	3.66E-06	2.28E-04	2.56E-04	2.43E-04
462.2524	1.05E-04	1.43E-06	1.56E-04	1.82E-04	1.84E-04	1.71E-04	5.48E-06	1.91E-04	1.92E-04	2.90E-04	1.40E-04	4.39E-06	1.45E-04	1.73E-04	1.61E-04
462.7809	9.23E-05	4.30E-06	1.54E-04	1.82E-04	1.83E-04	1.53E-04	3.13E-06	1.63E-04	1.90E-04	2.72E-04	1.29E-04	4.39E-06	1.36E-04	1.61E-04	1.65E-04
464.2164	8.57E-05	2.15E-06	1.51E-04	2.07E-04	2.51E-04	1.22E-04	1.57E-06	1.55E-04	2.13E-04	3.14E-04	1.25E-04	2.20E-06	1.20E-04	1.87E-04	2.13E-04
464.7685	9.79E-05	2.87E-06	1.50E-04	2.57E-04	2.81E-04	1.49E-04	0.00E+00	1.64E-04	2.50E-04	3.54E-04	1.28E-04	0.00E+00	1.44E-04	2.02E-04	2.67E-04
466.3049	2.12E-03	4.30E-06	2.69E-03	3.14E-03	3.37E-03	2.73E-03	2.35E-06	3.14E-03	3.37E-03	3.46E-03	2.54E-03	7.32E-07	2.85E-03	3.27E-03	3.41E-03
466.7496	5.08E-03	4.30E-06	5.47E-03	5.83E-03	6.05E-03	5.52E-03	2.35E-06	5.61E-03	6.06E-03	5.59E-03	5.45E-03	5.86E-06	5.79E-03	6.15E-03	6.35E-03
468.2299	2.20E-04	2.87E-06	3.04E-04	4.03E-04	4.28E-04	2.95E-04	7.83E-07	3.27E-04	4.23E-04	4.78E-04	2.63E-04	7.32E-07	3.22E-04	3.91E-04	4.43E-04
468.762	2.42E-04	2.87E-06	3.30E-04	3.96E-04	4.41E-04	3.06E-04	7.83E-07	3.37E-04	3.99E-04	4.34E-04	2.99E-04	1.46E-06	3.37E-04	3.95E-04	4.12E-04
470.0607	1.01E-04	2.15E-06	1.61E-04	2.14E-04	2.45E-04	1.40E-04	7.83E-07	1.71E-04	2.24E-04	2.65E-04	1.34E-04	2.20E-06	1.55E-04	2.20E-04	2.33E-04
470.8124	9.05E-05	1.43E-06	1.31E-04	1.71E-04	2.00E-04	1.11E-04	7.83E-07	1.42E-04	1.77E-04	2.23E-04	1.25E-04	1.46E-06	1.38E-04	1.60E-04	1.84E-04
472.163	7.75E-05	2.87E-06	1.21E-04	1.69E-04	1.94E-04	1.04E-04	7.83E-07	1.33E-04	1.65E-04	2.32E-04	9.31E-05	2.20E-06	1.02E-04	1.62E-04	1.96E-04
472.8141	6.96E-05	1.43E-06	1.16E-04	1.69E-04	2.05E-04	1.01E-04	7.83E-07	1.15E-04	1.67E-04	2.25E-04	9.07E-05	2.20E-06	1.06E-04	1.55E-04	1.87E-04
474.2705	3.63E-04	2.15E-06	6.05E-04	9.32E-04	1.10E-03	4.67E-04	7.83E-07	6.18E-04	9.22E-04	1.08E-03	4.43E-04	1.46E-06	5.95E-04	8.30E-04	1.05E-03
474.7448	6.21E-04	7.17E-07	9.79E-04	1.41E-03	1.62E-03	7.18E-04	0.00E+00	8.49E-04	1.37E-03	1.40E-03	7.81E-04	7.32E-07	9.11E-04	1.35E-03	1.64E-03
476.1202	1.06E-04	0.00E+00	1.85E-04	2.37E-04	2.70E-04	1.36E-04	3.13E-06	1.74E-04	2.38E-04	3.35E-04	1.40E-04	2.93E-06	1.58E-04	2.10E-04	2.54E-04
476.7969	9.62E-05	2.87E-06	1.56E-04	2.13E-04	2.48E-04	1.32E-04	4.70E-06	1.58E-04	2.09E-04	2.90E-04	1.12E-04	5.12E-06	1.45E-04	1.94E-04	2.23E-04
478.1939	1.10E-04	1.22E-05	1.99E-04	2.22E-04	2.74E-04	1.79E-04	1.33E-05	2.01E-04	2.22E-04	3.58E-04	1.51E-04	1.68E-05	1.84E-04	1.94E-04	2.20E-04
478.7376	9.79E-05	2.65E-05	1.72E-04	1.93E-04	2.02E-04	1.56E-04	2.50E-05	1.66E-04	1.89E-04	3.14E-04	1.32E-04	2.42E-05	1.48E-04	1.56E-04	1.73E-04
480.2269	8.79E-05	1.79E-05	1.18E-04	1.72E-04	1.80E-04	1.22E-04	1.49E-05	1.44E-04	1.59E-04	3.01E-04	1.10E-04	1.17E-05	1.22E-04	1.40E-04	1.59E-04
480.8011	9.27E-05	1.51E-05	1.44E-04	1.63E-04	1.88E-04	1.30E-04	7.83E-06	1.49E-04	1.77E-04	3.54E-04	1.29E-04	1.32E-05	1.32E-04	1.50E-04	1.67E-04
482.2689	1.66E-04	2.15E-06	2.14E-04	3.38E-04	4.03E-04	1.64E-04	3.91E-06	2.29E-04	3.35E-04	4.27E-04	1.75E-04	2.93E-06	2.12E-04	2.87E-04	3.72E-04
482.7421	2.44E-04	3.59E-06	2.53E-04	4.03E-04	4.94E-04	2.05E-04	7.83E-07	2.47E-04	3.91E-04	4.84E-04	2.22E-04	2.93E-06	2.44E-04	3.85E-04	4.59E-04
484.3047	3.21E-04	2.15E-06	3.98E-04	5.15E-04	5.67E-04	4.43E-04	5.48E-06	4.85E-04	5.59E-04	5.68E-04	4.09E-04	2.93E-06	4.47E-04	5.49E-04	6.03E-04
484.7561	2.44E-04	2.15E-06	3.14E-04	4.35E-04	4.59E-04	3.52E-04	2.35E-06	3.31E-04	4.20E-04	5.01E-04	3.44E-04	4.39E-06	3.59E-04	4.13E-04	4.50E-04
486.2103	1.70E-04	1.43E-06	2.73E-04	3.11E-04	3.28E-04	2.65E-04	1.57E-06	2.99E-04	3.44E-04	4.29E-04	2.36E-04	2.93E-06	2.49E-04	2.89E-04	3.20E-04
486.7535	1.84E-04	2.87E-06	2.82E-04	3.59E-04	3.78E-04	2.59E-04	2.35E-06	3.01E-04	3.78E-04	4.68E-04	2.68E-04	4.39E-06	2.75E-04	3.38E-04	3.55E-04
488.2062	1.24E-04	2.87E-06	2.10E-04	3.03E-04	3.28E-04	1.82E-04	3.91E-06	2.06E-04	2.93E-04	3.68E-04	1.59E-04	7.32E-07	1.84E-04	2.56E-04	2.96E-04
488.7717	9.88E-05	2.87E-06	1.72E-04	2.16E-04	2.38E-04	1.56E-04	7.83E-07	1.55E-04	2.10E-04	3.04E-04	1.31E-04	3.66E-06	1.60E-04	2.03E-04	2.26E-04
490.2345	2.10E-04	7.17E-07	3.21E-04	4.75E-04	5.31E-04	2.58E-04	7.83E-07	3.24E-04	4.60E-04	5.31E-04	2.50E-04	0.00E+00	2.97E-04	4.24E-04	5.04E-04
490.7348	1.92E-04	7.17E-07	2.81E-04	4.12E-04	4.82E-04	2.40E-04	1.57E-06	2.66E-04	4.18E-04	4.50E-04	2.16E-04	1.46E-06	2.59E-04	3.88E-04	4.63E-04
492.2394	9.23E-05	1.43E-06	1.20E-04	1.85E-04	2.21E-04	9.21E-05	1.57E-06	1.24E-04	1.75E-04	2.42E-04	1.06E-04	1.46E-06	1.13E-04	1.65E-04	1.95E-04
492.853	6.92E-05	0.00E+00	1.14E-04	1.56E-04	1.84E-04	1.01E-04	0.00E+00	1.09E-04	1.67E-04	1.99E-04	1.01E-04	1.46E-06	1.16E-04	1.53E-04	1.81E-04
494.1198	1.03E-04	3.59E-06	1.44E-04	1.96E-04	2.29E-04	1.35E-04	0.00E+00	1.36E-04	2.13E-04	2.55E-04	1.25E-04	7.32E-07	1.55E-04	1.79E-04	2.19E-04
494.7511	7.53E-05	5.74E-06	1.42E-04	1.88E-04	2.10E-04	1.22E-04	3.13E-06	1.36E-04	1.81E-04	2.50E-04	1.07E-04	3.66E-06	1.10E-04	1.78E-04	2.17E-04
496.1904	7.48E-05	2.44E-05	1.12E-04	1.71E-04	1.81E-04	9.77E-05	1.80E-05	1.19E-04	1.66E-04	2.50E-04	8.10E-05	1.83E-05	1.07E-04	1.46E-04	1.66E-04
496.7439	7.92E-05	2.65E-05	1.26E-04	1.43E-04	1.63E-04	1.11E-04	2.97E-05	1.22E-04	1.36E-04	2.41E-04	8.72E-05	3.22E-05	1.05E-04	1.28E-04	1.37E-04
498.265	1.32E-04	2.58E-05	2.33E-04	3.88E-04	4.15E-04	1.73E-04	2.35E-05	2.55E-04	3.78E-04	5.17E-04	1.80E-04	2.71E-05	2.19E-04	3.36E-04	4.39E-04
498.7512	1.06E-04	1.15E-05	2.12E-04	2.97E-04	3.55E-04	1.64E-04	2.50E-05	2.03E-04	2.92E-04	4.41E-04	1.59E-04	1.46E-05	1.82E-04	2.63E-04	3.64E-04
500.1817	7.92E-05	9.32E-06	1.29E-04	1.78E-04	2.21E-04	1.16E-04	5.48E-06	1.31E-04	1.82E-04	2.72E-04	1.11E-04	8.78E-06	1.27E-04	1.63E-04	2.07E-04
500.8043	7.35E-05	1.00E-05	1.16E-04	1.65E-04	1.76E-04	9.91E-05	2.35E-06	1.19E-04	1.65E-04	2.49E-04	1.13E-04	7.32E-06	1.11E-04	1.43E-04	1.63E-04
502.2728	2.39E-04	4.30E-06	4.10E-04	4.50E-04	4.54E-04	4.04E-04	3.13E-06	4.96E-04	4.92E-04	6.47E-04	3.79E-04	5.86E-06	3.84E-04	3.94E-04	3.74E-04
502.7131	2.12E-04	3.59E-06	3.91E-04	3.83E-04	3.99E-04	3.79E-04	4.70E-06	3.94E-04	3.87E-04	5.61E-04	3.35E-04	2.93E-06	3.57E-04	3.45E-04	3.42E-04
504.2738	1.45E-04	3.59E-06	2.05E-04	2.37E-04	2.28E-04	2.02E-04	3.13E-06	2.36E-04	2.49E-04	3.41E-04	1.74E-04	7.32E-07	1.95E-04	2.09E-04	1.96E-04
